Name: Accursed Wendigo m_name: WendigoAccursed m_nameLoc: Unique_DefEd_Wendigo
Name: Altered Gargoyle m_name: GargoyleAltered m_nameLoc: Unique_DefEd_AlteredGargoyle
Name: Ancestral General m_name: SkeletonBig (1) m_nameLoc: Unique_DefEd_AncestorBig
Name: Ancestral Soldier m_name: SkeletonSmall (1) m_nameLoc: Unique_DefEd_AncestorSmall
Name: Bloody Alexis m_name: HumanArmoredThug m_nameLoc: Unique_DefEd_ArmoredThug
Name: Calygrey Hero m_name: LionmanElite (1) m_nameLoc: Elite_Calygrey
Name: Chromatic Arcane Elemental m_name: ElementalChromatic m_nameLoc: Unique_DefEd_ChromaElemental
Name: Cracked Gargoyle m_name: GargoyleCracked m_nameLoc: Unique_DefEd_CrackedGargoyle
Name: Crescent Shark m_name: CrescentShark (4) m_nameLoc: Wildlife_CrescentShark
Name: Executioner Bug m_name: ExecutionerBug m_nameLoc: Unique_DefEd_ExecutionerBug
Name: Golden Matriarch m_name: SpecterMeleeMatriarch m_nameLoc: Unique_DefEd_GoldenMatriarch
Name: Grandmother Medyse m_name: JellyFishMother m_nameLoc: Unique_DefEd_GrandmotherMedyse
Name: Greater Grotesque m_name: ImmaculateHorrorGreater m_nameLoc: Unique_DefEd_GreaterGrotestue
Name: Guardian of the Compass m_name: GolemBoss m_nameLoc: Golem_Basic2
Name: Kazite Admiral m_name: HumanKaziteCaptain m_nameLoc: Unique_DefEd_KaziteCaptain
Name: Lightning Dancer m_name: BladeDancerLight m_nameLoc: Unique_DefEd_LightningDancer
Name: Liquid-Cooled Golem m_name: GolemShieldedIce m_nameLoc: Unique_DefEd_LiquidGolem
Name: Luke the Pearlescent m_name: NewBanditEquip_WhiteScavengerCaptainBoss_A (1) m_nameLoc: Bandit_Standard_Captain2
Name: Mad Captain’s Bones m_name: SkeletFighter m_nameLoc: Undead_Skeleton2
Name: Matriarch Myrmitaur m_name: MyrmElite (1) m_nameLoc: Elite_Myrm
Name: Quartz Elemental m_name: ObsidianElementalQuartz m_nameLoc: Unique_DefEd_QuartzElemental
Name: Razorhorn Stekosaur m_name: SteakosaurBlack (1) m_nameLoc: Unique_DefEd_BlackSteko
Name: The Royal Manticore m_name: RoyalManticore m_nameLoc: Wildlife_Manticore2
Name: Sandrose Horror m_name: ShelledHorrorBurning m_nameLoc: Unique_DefEd_SandroseHorror
Name: She Who Speaks m_name: AncientDwellerSpeak m_nameLoc: Unique_DefEd_BossDweller
Name: That Annoying Troglodyte m_name: TroglodyteAnnoying m_nameLoc: Unique_DefEd_AnnoyingTrog
Name: The Crusher m_name: HumanCrusher (1) m_nameLoc: Unique_DefEd_DesertCrusher
Name: The First Cannibal m_name: WendigoCanibal m_nameLoc: Wildlife_Wendigo2
Name: The Last Acolyte m_name: HumanAcolyte (1) m_nameLoc: Unique_DefEd_LastAcolyte
Name: Thunderbolt Golem m_name: ForgeGolemLight (1) m_nameLoc: Unique_DefEd_ProtypeForgeGolem
Name: Tyrant of the Hive m_name: HiveLord1AID+ m_nameLoc: Undead_Hivelord2
Name: Vile Illuminator m_name: IlluminatorHorrorVile m_nameLoc: Unique_DefEd_VileIlluminator
Name: Virulent Hiveman m_name: HiveManVirulent m_nameLoc: Unique_DefEd_VirulentHiveman
Name: Volcanic Gastrocin m_name: SlughellVolcanic m_nameLoc: Unique_DefEd_VolcanicSlug


Total characters found in scenes: 658
{ UniqueEnemies.Accursed_Wendigo, new("Accursed Wendigo", "WendigoAccursed", "Unique_DefEd_Wendigo", "ElxncPIfuEuWkexSKkqFXg", "Corrupted Tombs", "Corrupted Tombs");
{ UniqueEnemies.Luke_the_Pearlescent, new("Luke the Pearlescent", "NewBanditEquip_WhiteScavengerCaptainBoss_A (1)", "Bandit_Standard_Captain2", "XVuyIaCAVkatv89kId9Uqw", "Ruins of Old Levant", "Abrassar");
{ UniqueEnemies.Mad_Captains_Bones, new("Mad Captain’s Bones", "SkeletFighter", "Undead_Skeleton2", "JM_HjGXMlkq7a1Yb6gijgQ", "Pirates' Hideout", "Chersonese Misc. Dungeons");
{ UniqueEnemies.Matriarch_Myrmitaur, new("Matriarch Myrmitaur", "MyrmElite (1)", "Elite_Myrm", "6sB4_5lOJU2bWuMHnOL4Ww", "Myrmitaur’s Haven", "Myrmitaur’s Haven");
{ UniqueEnemies.Quartz_Elemental, new("Quartz Elemental", "ObsidianElementalQuartz", "Unique_DefEd_QuartzElemental", "LhhpSt8BO0aRN5mbeSuDrw", "The Grotto of Chalcedony", "The Grotto of Chalcedony");
{ UniqueEnemies.Razorhorn_Stekosaur, new("Razorhorn Stekosaur", "SteakosaurBlack (1)", "Unique_DefEd_BlackSteko", "03dSXwJMRUuzGu8s3faATQ", "Reptilian Lair", "Reptilian Lair");
{ UniqueEnemies.Royal_Manticore, new("The Royal Manticore", "RoyalManticore", "Wildlife_Manticore2", "RM13rq4JTEqbuANnncMCKA", "Enmerkar Forest", "Enmerkar Forest");
{ UniqueEnemies.Sandrose_Horror, new("Sandrose Horror", "ShelledHorrorBurning", "Unique_DefEd_SandroseHorror", "H7HoCKhBl0mC1j9UOECDrQ", "Sand Rose Cave", "Sand Rose Cave");
{ UniqueEnemies.She_Who_Speaks, new("She Who Speaks", "AncientDwellerSpeak", "Unique_DefEd_BossDweller", "MBooN38mU0GPjQJGRuJ95g", "The Vault of Stone", "The Vault of Stone");
{ UniqueEnemies.That_Annoying_Troglodyte, new("That Annoying Troglodyte", "TroglodyteAnnoying", "Unique_DefEd_AnnoyingTrog", "no-Z4ibpcEWbNntm_wRwZA", "Jade Quarry", "Jade Quarry");
{ UniqueEnemies.The_Crusher, new("The Crusher", "HumanCrusher (1)", "Unique_DefEd_DesertCrusher", "AZL-EjXmhkOYB1obj0VkTw", "Ancestor’s Resting Place", "Ancestor’s Resting Place");
{ UniqueEnemies.The_First_Cannibal, new("The First Cannibal", "WendigoCanibal", "Wildlife_Wendigo2", "wrYHXXh8J0KMhwoV8AC59w", "Face of the Ancients", "Face of the Ancients");
{ UniqueEnemies.The_Last_Acolyte, new("The Last Acolyte", "HumanAcolyte (1)", "Unique_DefEd_LastAcolyte", "YeYzQP-gYUmSivlk5JCJew", "Stone Titan Caves", "Stone Titan Caves");
{ UniqueEnemies.Thunderbolt_Golem, new("Thunderbolt Golem", "ForgeGolemLight (1)", "Unique_DefEd_ProtypeForgeGolem", "4qCAJzcAfEKNcl_c2k0r9g", "Electric Lab", "Electric Lab");
{ UniqueEnemies.Tyrant_of_the_Hive, new("Tyrant of the Hive", "HiveLord1AID+", "Undead_Hivelord2", "yOo-iKN3-0mAtZ2pG16pyw", "Forest Hives", "Forest Hives");
{ UniqueEnemies.Vile_Illuminator, new("Vile Illuminator", "IlluminatorHorrorVile", "Unique_DefEd_VileIlluminator", "l5ignQfsE0Cv4imB9DZJ5w", "Cabal of Wind Temple", "Cabal of Wind Temple");
{ UniqueEnemies.Virulent_Hiveman, new("Virulent Hiveman", "HiveManVirulent", "Unique_DefEd_VirulentHiveman", "v1PnLFpcxEmm_IrZaP-eyg", "Ancient Hive", "Ancient Hive");
{ UniqueEnemies.Volcanic_Gastrocin, new("Volcanic Gastrocin", "SlughellVolcanic", "Unique_DefEd_VolcanicSlug", "fEFTRdXp1kOWX-Z9OMAkBg", "The Eldest Brother", "The Eldest Brother");

{ UniqueArenaBosses.Ash_Giant_Highmonk, new("Ash Giant Priest", "EliteAshGiantPriest", "Giant_Priest", "UnIXpnDMzUSfBu4S-ZDgsA", "Giant's Village Arena (south)", "Unknown Arena");
{ UniqueArenaBosses.Brand_Squire, new("Desert Bandit", "EliteBrandSquire", "Bandit_Desert_Basic", "sb0TOkOPS06jhp56AOYJCw", "Conflux Mountain Arena", "Unknown Arena");
{ UniqueArenaBosses.Breath_of_Darkness, new("Breath of Darkness", "AncientDwellerDark", "Elite_Dweller", "JmeufMpL_E6eYnqCYP2r3w", "The Vault of Stone", "The Vault of Stone");
{ UniqueArenaBosses.Calixa_Boss, new("Cyrene", "EliteCalixa", "Cyrene", "eCz766tEIEOWfK81om19wg", "Levant Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Alpha_Tuanosaur, new("Alpha Tuanosaur", "EliteTuanosaurAlpha", "Wildlife_TuanosaurAlpha", "El8bA54i4E6vZraXsVZMow", "Ziggurat Passage Arena", "Unknown Arena");

{ UniqueArenaBosses.Elite_Ash_Giant, new("Ash Giant", "EliteAshGiantPaf", "Giant_Guard", "3vXChaIK90qgq03PmsHFCg", "Unknown Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Ash_Giant, new("Ash Giant", "EliteAshGiantPif", "Giant_Guard", "851czvFVDUaB42CgVzfKdg", "Unknown Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Ash_Giant, new("Ash Giant", "EliteAshGiantPouf", "Giant_Guard", "kNmmOHZzKU-82F3OoX9NXw", "Unknown Arena", "Unknown Arena");

{ UniqueArenaBosses.Elite_Beast_Golem, new("Beast Golem", "EliteBeastGolem", "Golem_Beast", "n83g2QJhwUyUrN469WC4jA", "Parched Shipwrecks Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Boozu, new("Blade Dancer", "BoozuProudBeast", "Wildlife_BladeDancer", "2Ef5z9OfYkev7M7Oi9GN-A", "Mana Lake Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Burning_Man, new("Burning Man", "EliteBurningMan", "Undead_BurningMan", "JmeufMpL_E6eYnqCYP2r3w", "Burning Tree Arena", "Unknown Arena");

{ UniqueArenaBosses.Elite_Crescent_Shark, new("Crescent Shark", "EliteCrescentShark", "Wildlife_CrescentShark", "RM13rq4JTEqbuANnncMCKA", "Electric Lab Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Crescent_Shark, new("Crescent Shark", "EliteCrescentShark (1)", "Wildlife_CrescentShark", "ElDi5-rvqEqJKcXhEdgwBQ", "Electric Lab Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Crescent_Shark, new("Crescent Shark", "EliteCrescentShark (2)", "Wildlife_CrescentShark", "z3sfjJtqQEmUZ_S6g2RPIg", "Electric Lab Arena", "Unknown Arena");

{ UniqueArenaBosses.Elite_Crimson_Avatar, new("Burning Man", "CrimsonAvatarElite (1)", "Undead_BurningMan", "JmeufMpL_E6eYnqCYP2r3w", "Vault of Stone Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Gargoyle_Alchemist, new("Shell Horror", "GargoyleBossMelee (1)", "Horror_Shell", "Z6yTTWK4u0GjDPfZ9X332A", "New Sirocco Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Gargoyle_Mage, new("Shell Horror", "GargoyleBossMelee (1)", "Horror_Shell", "Z6yTTWK4u0GjDPfZ9X332A", "New Sirocco Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Gargoyle_Warrior, new("Shell Horror", "GargoyleBossMelee (1)", "Horror_Shell", "Z6yTTWK4u0GjDPfZ9X332A", "New Sirocco Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Mantis_Shrimp, new("Mantis Shrimp", "EliteMantisShrimp", "Wildlife_Shrimp", "RM13rq4JTEqbuANnncMCKA", "Voltaic Hatchery Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Sublime_Shell, new("Nicolas", "CageArmorBoss (1)", "Nicolas", "X-dfltOoGUm7YlCE_Li1zQ", "Isolated Windmill Arena", "Unknown Arena");
{ UniqueArenaBosses.Elite_Torcrab, new("Wildlife_Torcrab", "TorcrabGiant (1)", "Wildlife_Torcrab", "gQDvpLQh3kimgwMmvXJc4g", "River of Red Arena", "Unknown Arena");
{ UniqueArenaBosses.Grandmother, new("Ghost", "Grandmother", "Undead_Ghost", "7G5APgUksEGdQrBxKXr04g", "Tower of Regrets Arena", "Unknown Arena");
{ UniqueArenaBosses.Immaculate_Dreamer, new("Immaculate", "EliteImmaculate", "Horror_Immaculate", "9jsiejBtHkOzeo4tOyyweg", "Cabal of Wind Temple Arena", "Unknown Arena");
{ UniqueArenaBosses.Immaculates_Bird, new("Immaculate", "EliteSupremeShell (1)", "Horror_Immaculate", "JsyOv_Cwu0K0HlXyZInRQQ", "Immaculate's Camp Arena", "Unknown Arena");
{ UniqueArenaBosses.Light_Mender, new("Gold Lich", "LichGold (1)", "Undead_LichGold", "v9mN1u1uMkaxsncBXhIM9A", "Spire of Light", "Unknown Arena");
{ UniqueArenaBosses.Plague_Doctor, new("Jade Lich", "LichJade (1)", "Undead_LichJade", "GfWl16_MZ0uS7UYIKpS5Lg", "Dark Ziggurat", "Unknown Arena");
{ UniqueArenaBosses.Troglodyte_Queen, new("Mana Troglodyte", "TroglodyteMana (1)", "Troglodyte_Mana", "6eGdsaRYfUy-9OlTVXR8rw", "Blister Burrow Arena", "Unknown Arena");

{ StoryBosses.Crimson_Avatar, new("Burning Man", "CrimsonAvatar (1)", "Undead_BurningMan", "4eeggsSn2Eyah4IjjqvpYQ", "Scarlet Sanctuary", "Scarlet Sanctuary");
{ StoryBosses.Djinn, new("Gold Lich", "LichGold", "Undead_LichGold", "EwoPQ0iVwkK-XtNuaVPf3g", "Oil Refinery", "Oil Refinery");
{ StoryBosses.Forge_Master, new("Jade Lich", "LichRust", "Undead_LichJade", "shyc5M7b-UGVHBZsJMdP4Q", "Forgotten Research Laboratory", "Forgotten Research Laboratory");
{ StoryBosses.Light_Mender, new("Gold Lich", "LichGold", "Undead_LichGold", "EwoPQ0iVwkK-XtNuaVPf3g", "Spire of Light", "Spire of Light");
{ StoryBosses.Plague_Doctor, new("Jade Lich", "LichJade", "Undead_LichJade", "8sjFFBPMvkuJcrcyIYs-KA", "Dark Ziggurat", "Dark Ziggurat Interior");

{ BossPawns.Elite_Krypteia_Warrior, new("Balira", "KrypteiaGuard", "name_unpc_balira_01", "AbvgKMnPLUiffB6LzjaguQ", "Tower of Regrets Arena", "Unknown Arena");
{ BossPawns.Elite_Krypteia_Witch, new("Balira", "KrypteiaMage", "name_unpc_balira_01", "MfBjNPYsvkODdyLjYrlXXw", "Tower of Regrets Arena", "Unknown Arena");
{ BossPawns.Elite_Obsidian_Elemental, new("Obsidian Elemental", "ObsidianElemental", "Wildlife_ObsidianElemental", "RM13rq4JTEqbuANnncMCKA", "Burning Tree Arena", "Unknown Arena");
{ BossPawns.Elite_Obsidian_Elemental, new("Obsidian Elemental (1)", "ObsidianElemental", "Wildlife_ObsidianElemental", "Qrq3e4nUpkS8CH3yd8J-ow", "Burning Tree Arena", "Unknown Arena");
